# Species,Genes,Zhunt_mean,Zhunt_max,Zhunt_count,func
50,50,4271.99,28780.5,24,hydroxyacylglutathione hydrolase 
49,49,3667.94,17253.57,24,recombination mediator RecR 
50,50,3310.42,13713.99,17,YbaB/EbfC family nucleoid-associated protein 
37,37,4117.07,38833.58,27,TIGR03862 family flavoprotein 
50,50,1950.77,4263.56,7,MULTISPECIES: thioredoxin TrxA 
50,50,4067.88,29467.88,27,MULTISPECIES: transcription termination factor Rho 
50,54,2105.34,8323.26,16,type B 50S ribosomal protein L31 
48,48,1551.39,4876.73,27,hypothetical protein 
50,51,2756.52,29467.88,32,MATE family efflux transporter 
48,48,3673.35,29467.88,36,phosphate regulon sensor histidine kinase PhoR 
48,56,1842.83,13607.94,27,phosphate regulon transcriptional regulator PhoB 
47,48,2762.12,10894.72,18,phosphate signaling complex protein PhoU 
44,44,5303.64,28780.5,28,phosphate ABC transporter ATP-binding protein PstB 
47,48,4708.51,28780.5,24,phosphate ABC transporter permease PstA 
47,50,3710.74,15175.73,19,phosphate ABC transporter substrate-binding protein PstS 
31,36,2678.96,13713.99,28,substrate-binding domain-containing protein 
35,38,3200.23,13713.99,28,YnfA family protein 
45,45,51161.94,941334.2,25,phosphomethylpyrimidine synthase ThiC 
50,50,14633.11,302785.5,24,leucyl/phenylalanyl-tRNA--protein transferase 
43,43,1637.59,8697.46,25,arginyltransferase 
46,46,1343.55,3428.53,26,IclR family transcriptional regulator 
49,49,12339.58,198956.2,29,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase 
33,33,13609.72,198956.2,37,FAD-dependent oxidoreductase 
48,48,5462.12,38833.58,24,sulfur carrier protein ThiS 
48,48,9330.5,138924.1,28,thiazole synthase 
46,46,7370.01,138924.1,32,thiamine phosphate synthase 
27,30,47258.09,302785.5,21,response regulator 
43,43,13320.87,138924.1,16,NADP-dependent isocitrate dehydrogenase 
42,42,6952.51,68804.91,18,DUF192 domain-containing protein 
48,48,3581.44,17718.99,13,superoxide dismutase  Fe] 
50,50,4939.65,65884.11,38,tetraacyldisaccharide 4'-kinase 
50,50,2915.16,13713.99,40,Trm112 family protein 
50,50,6309.45,138924.1,44,3-deoxy-manno-octulosonate cytidylyltransferase 
50,50,3211.16,28780.5,27,adenylate kinase 
45,45,2429.59,13713.99,36,transcriptional repressor LexA 
43,45,4463.0,42354.63,28,D-2-hydroxyacid dehydrogenase family protein 
29,31,3333.74,38833.58,36,phosphotransferase 
25,26,5228.79,38833.58,36,acyl-CoA dehydrogenase family protein 
44,44,5934.33,28780.5,16,dihydrolipoyllysine-residue acetyltransferase 
50,50,6686.77,38833.58,14,"pyruvate dehydrogenase (acetyl-transferring), homodimeric type "
42,45,12973.09,138924.1,26,response regulator transcription factor 
50,51,2380.62,13713.99,41,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD 
50,50,15969.88,138924.1,21,M3 family metallopeptidase 
50,50,3646.6,13713.99,17,ribose-5-phosphate isomerase RpiA 
39,41,4915.76,50885.97,16,dicarboxylate/amino acid:cation symporter 
36,37,5288.97,38833.58,19,MFS transporter 
35,40,3804.06,18247.98,24,lipocalin family protein 
37,38,4022.62,38833.58,18,response regulator transcription factor 
27,27,1972.77,9492.08,21,CHASE3 domain-containing protein 
31,31,1853.98,8922.65,16,MULTISPECIES: DUF1328 domain-containing protein 
36,42,2457.91,8922.65,19,BON domain-containing protein 
45,46,9350.75,50885.97,29,TIGR00730 family Rossman fold protein 
49,49,16611.12,138924.1,31,DNA recombination protein RmuC 
44,55,7286.07,108887.29,34,nicotinate phosphoribosyltransferase 
33,35,10560.03,108887.29,20,CsbD family protein 
41,49,5197.62,37878.25,27,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase 
42,45,2444.39,13713.99,21,S-formylglutathione hydrolase 
33,33,3303.16,18247.98,22,PA0069 family radical SAM protein 
36,36,12722.26,211093.9,27,nitrate reductase 
34,34,20347.42,302785.5,34,DNA-binding protein YbiB 
39,44,25588.25,302785.5,15,nitronate monooxygenase family protein 
42,47,3930.19,28780.5,23,acyl-CoA dehydrogenase 
39,67,7432.99,65884.11,25,FAD-binding protein 
50,86,6264.46,138924.1,27,electron transfer flavoprotein subunit beta/FixA family protein 
34,34,2187.89,13713.99,32,mechanosensitive ion channel 
44,44,1851.88,13713.99,25,histone deacetylase family protein 
49,49,13594.48,198956.2,27,lytic murein transglycosylase B 
46,47,2536.67,13713.99,31,LLM class flavin-dependent oxidoreductase 
32,32,2730.45,28780.5,28,hydroxyisourate hydrolase 
29,29,14353.37,302785.5,32,allantoinase PuuE 
32,40,3277.14,38833.58,21,purine permease 
42,42,3123.84,13713.99,28,NADP-dependent malic enzyme 
45,51,11696.1,138924.1,33,tRNA adenosine(34) deaminase TadA 
30,32,15317.74,138924.1,31,diguanylate cyclase 
30,30,2550.45,13713.99,23,sulfite exporter TauE/SafE family protein 
26,26,9429.47,198956.2,32,LysR substrate-binding domain-containing protein 
49,49,8132.08,138924.1,28,DNA primase 
28,35,3802.66,21732.38,25,aldo/keto reductase 
29,32,2285.01,13713.99,26,amidohydrolase 
39,39,4638.41,37878.25,29,adenosine deaminase 
26,28,3066.65,27872.66,27,aromatic ring-hydroxylating dioxygenase subunit alpha 
30,36,2730.5,27872.66,22,BMP family ABC transporter substrate-binding protein 
34,36,12485.93,302785.5,35,ABC transporter permease 
36,37,10533.28,198956.2,26,ABC transporter ATP-binding protein 
25,30,3666.87,38833.58,30,LysR substrate-binding domain-containing protein 
33,39,2147.72,13713.99,33,xanthine dehydrogenase small subunit 
27,27,4306.98,65884.11,32,AraC family transcriptional regulator 
42,43,2889.88,10894.72,17,branched-chain amino acid ABC transporter permease 
42,43,3189.64,13072.54,21,branched-chain amino acid ABC transporter permease 
41,58,3241.79,28780.5,29,ABC transporter substrate-binding protein 
42,46,4013.87,29467.88,28,ABC transporter ATP-binding protein 
43,44,4221.56,27872.66,23,ABC transporter ATP-binding protein 
37,37,1189.16,3700.97,20,HlyD family efflux transporter periplasmic adaptor subunit 
32,44,3261.86,13713.99,22,efflux transporter outer membrane subunit 
27,31,3246.09,13713.99,17,MarR family transcriptional regulator 
32,32,4978.68,66470.78,28,FUSC family protein 
34,34,7571.61,66470.78,21,DUF1178 family protein 
41,41,9859.4,138924.1,24,NUDIX hydrolase 
42,42,2006.82,10272.33,22,DUF2818 family protein 
50,50,4317.69,13713.99,9,NADH-quinone oxidoreductase subunit NuoN 
49,49,22269.45,198956.2,26,NADH-quinone oxidoreductase subunit M 
50,50,9581.7,29467.88,13,NADH-quinone oxidoreductase subunit L 
50,50,39798.34,198956.2,31,MULTISPECIES: NADH-quinone oxidoreductase subunit NuoK 
50,50,1458.3,6832.99,38,NADH-quinone oxidoreductase subunit J 
50,50,3602.87,13713.99,9,NADH-quinone oxidoreductase subunit NuoI 
50,50,3105.81,29467.88,32,NADH-quinone oxidoreductase subunit NuoH 
50,50,3115.13,10894.72,21,NADH-quinone oxidoreductase subunit NuoG 
50,50,2482.07,13713.99,29,NADH-quinone oxidoreductase subunit NuoF 
50,50,3072.02,29467.88,30,NADH-quinone oxidoreductase subunit NuoE 
50,50,1828.84,10616.46,43,NADH-quinone oxidoreductase subunit D 
49,49,3717.89,29467.88,24,MULTISPECIES: NADH-quinone oxidoreductase subunit B 
50,50,1184.66,1737.61,3,NADH-quinone oxidoreductase subunit A 
50,50,1776.92,6565.99,9,preprotein translocase subunit SecG 
50,50,42344.65,941334.2,25,triose-phosphate isomerase 
42,42,12949.61,138924.1,31,NAD(P)H-quinone oxidoreductase 
50,50,1593.11,6832.99,17,polyribonucleotide nucleotidyltransferase 
50,50,2329.29,13713.99,39,MULTISPECIES: 30S ribosomal protein S15 
25,25,8995.35,138924.1,41,M55 family metallopeptidase 
25,25,2895.44,13713.99,37,P1 family peptidase 
31,31,5681.84,50885.97,37,glutathione ABC transporter permease GsiD 
26,26,1948.78,13713.99,35,glutathione ABC transporter permease GsiC 
28,30,2093.72,13713.99,31,glutathione ABC transporter substrate-binding protein GsiB 
29,33,2428.61,13713.99,38,dipeptide ABC transporter ATP-binding protein 
33,33,4730.69,65884.11,38,isoaspartyl peptidase/L-asparaginase 
29,29,15509.91,302785.5,35,guanine deaminase 
38,38,6421.38,27872.66,35,DUF924 domain-containing protein 
28,35,5149.76,65884.11,37,LysR substrate-binding domain-containing protein 
40,40,5753.5,65884.11,23,acyl-CoA dehydrogenase 
37,43,4839.55,65884.11,38,CoA transferase 
47,47,2183.89,6910.52,28,7-cyano-7-deazaguanine synthase QueC 
39,46,4295.55,50885.97,34,XdhC family protein 
31,42,3869.58,50885.97,25,MoxR family ATPase 
50,50,16510.76,302785.5,40,lipoprotein-releasing ABC transporter ATP-binding protein LolD 
50,54,5317.56,38833.58,32,lipoprotein-releasing ABC transporter permease subunit 
44,44,1677.74,4545.7,26,hypothetical protein 
49,49,3234.27,13713.99,42,single-stranded-DNA-specific exonuclease RecJ 
49,49,6625.13,37878.25,18,argininosuccinate lyase 
25,26,4085.46,37878.25,33,ATP-binding protein 
25,30,4436.43,37878.25,31,cytochrome bd-I oxidase subunit CydX 
33,51,5772.83,37878.25,28,cytochrome d ubiquinol oxidase subunit II 
35,48,3043.93,37878.25,30,cytochrome ubiquinol oxidase subunit I 
38,39,3312.19,38833.58,34,urease accessory protein UreD 
32,32,1608.02,6910.52,21,urea ABC transporter ATP-binding subunit UrtE 
32,32,9099.06,211093.9,34,urea ABC transporter ATP-binding protein UrtD 
35,35,37196.65,941334.2,28,urea ABC transporter permease subunit UrtC 
34,34,4333.19,65884.11,28,urea ABC transporter substrate-binding protein 
26,27,3709.35,37878.25,31,flavin reductase family protein 
27,28,4520.89,37878.25,32,transporter substrate-binding domain-containing protein 
38,38,40050.62,302785.5,36,urease subunit gamma 
38,39,4113.61,37878.25,26,urease subunit beta 
36,36,3341.71,37878.25,35,urease subunit alpha 
33,34,3778.06,37878.25,35,urease accessory protein UreE 
38,38,4537.52,37878.25,26,urease accessory protein UreF 
37,37,3528.15,37878.25,28,urease accessory protein UreG 
50,50,3300.62,28780.5,38,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB 
43,43,6015.93,65884.11,16,ABC transporter ATP-binding protein 
43,43,1739.29,6420.01,22,arylesterase 
45,45,4852.16,38833.58,11,phosphoribosyltransferase 
50,50,873.41,1030.2,15,adenylosuccinate synthase 
50,50,1970.85,13713.99,32,ATP phosphoribosyltransferase regulatory subunit 
44,44,16938.58,198956.2,42,protease modulator HflC 
42,42,2972.94,24647.41,29,FtsH protease activity modulator HflK 
50,50,10583.34,49376.54,17,MULTISPECIES: RNA chaperone Hfq 
49,49,1731.79,13713.99,33,ribosome biogenesis GTPase Der 
50,50,1684.61,3428.53,11,tetratricopeptide repeat protein 
50,50,5692.21,38833.58,21,histidine--tRNA ligase 
49,49,1820.58,13713.99,24,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN 
50,50,4271.16,10894.72,8,nucleoside-diphosphate kinase 
37,40,3461.68,29467.88,30,GNAT family N-acetyltransferase 
50,50,3052.97,28780.5,20,DNA polymerase III subunit epsilon 
49,49,4324.29,38833.58,22,ISC system 2Fe-2S type ferredoxin 
47,47,17485.2,211093.9,26,Fe-S protein assembly chaperone HscA 
50,50,4670.31,13713.99,34,iron-sulfur cluster assembly protein IscA 
50,53,2326.55,10616.46,30,Fe-S cluster assembly scaffold IscU 
48,49,2592.76,10894.72,34,IscS subfamily cysteine desulfurase 
50,50,1921.1,6090.89,5,Fe-S cluster assembly transcriptional regulator IscR 
49,49,2161.82,38833.58,34,aspartate/tyrosine/aromatic aminotransferase 
37,37,4744.21,65884.11,25,L-aspartate oxidase 
38,39,11263.73,65884.11,30,quinolinate synthase NadA 
46,48,4636.04,38833.58,29,carboxylating nicotinate-nucleotide diphosphorylase 
43,43,3865.87,13072.54,9,SurA N-terminal domain-containing protein 
50,51,9058.75,28780.5,24,MULTISPECIES: HU family DNA-binding protein 
36,37,6601.23,38833.58,27,DMT family transporter 
50,50,1276.96,3428.53,18,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 
37,47,4434.16,19808.7,29,CoA transferase 
50,50,2306.07,13713.99,35,elongation factor P maturation arginine rhamnosyltransferase EarP 
50,50,4014.9,48804.94,21,elongation factor P 
32,32,8564.34,38833.58,26,DUF748 domain-containing protein 
50,50,2197.47,13713.99,15,serine hydroxymethyltransferase 
48,48,10876.03,211093.9,35,transcriptional regulator NrdR 
50,51,3263.04,17253.57,31,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD 
49,49,3671.84,13713.99,35,riboflavin synthase 
48,48,4504.37,49376.54,30,"bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II "
50,50,2226.16,12351.13,35,"6,7-dimethyl-8-ribityllumazine synthase "
50,50,23703.9,138924.1,46,transcription antitermination factor NusB 
45,45,5359.39,27872.66,15,protein TolQ 
44,44,2681.81,8323.26,19,ExbD/TolR family protein 
45,54,10001.44,138924.1,33,fumarylacetoacetate hydrolase family protein 
43,43,13046.4,198956.2,35,NUDIX hydrolase 
50,50,1940.67,12351.13,39,proline--tRNA ligase 
47,47,3744.95,27872.66,38,RNA pyrophosphohydrolase 
31,31,2235.9,13713.99,34,CNP1-like family protein 
44,44,5481.28,46858.52,18,glutamate 5-kinase 
50,50,3737.34,13713.99,20,GTPase ObgE 
50,50,1631.2,2752.45,5,MULTISPECIES: 50S ribosomal protein L27 
50,50,4020.42,24647.41,17,MULTISPECIES: 50S ribosomal protein L21 
37,38,3291.15,28780.5,15,3-oxoacid CoA-transferase subunit A 
37,38,5270.81,38833.58,28,3-oxoacid CoA-transferase subunit B 
38,56,4558.1,28780.5,37,3-oxoadipyl-CoA thiolase 
40,42,3029.53,28780.5,21,fatty acid desaturase 
50,50,14205.9,211093.9,20,RsmB/NOP family class I SAM-dependent RNA methyltransferase 
33,33,2136.14,9852.15,19,DUF1653 domain-containing protein 
25,32,2589.28,13713.99,28,response regulator 
49,50,6035.27,68804.91,31,phosphoribosylglycinamide formyltransferase 
29,44,4855.13,28780.5,28,acyl-CoA dehydrogenase family protein 
49,49,21612.19,211093.9,35,bifunctional riboflavin kinase/FAD synthetase 
48,48,12231.52,138924.1,36,isoleucine--tRNA ligase 
50,51,2772.48,28780.5,21,signal peptidase II 
33,41,4816.46,28780.5,33,Na/Pi cotransporter family protein 
37,38,5309.61,27872.66,22,bile acid:sodium symporter 
37,37,4364.85,37878.25,35,NUDIX domain-containing protein 
40,40,22348.24,198956.2,29,quinone oxidoreductase 
45,46,2794.88,13713.99,20,DNA polymerase IV 
26,27,12334.37,211093.9,23,DUF1501 domain-containing protein 
33,36,3023.19,13713.99,23,extracellular solute-binding protein 
44,44,2085.28,13713.99,32,nitrogen regulation protein NR(I) 
44,44,20822.19,138924.1,22,ATP-binding protein 
50,50,2048.2,3428.53,13,type I glutamate--ammonia ligase 
45,45,18756.33,138924.1,29,molybdopterin-binding protein 
44,44,3895.97,28780.5,40,EI24 domain-containing protein 
39,44,1817.07,4553.39,19,sterol desaturase family protein 
41,50,15743.59,211093.9,22,beta-propeller fold lactonase family protein 
44,44,3169.09,28780.5,23,pseudouridine synthase 
35,35,4333.47,28780.5,22,DegQ family serine endoprotease 
25,34,2087.69,13713.99,25,GFA family protein 
33,44,7301.64,138924.1,33,Fe2+-dependent dioxygenase 
43,43,7444.18,66470.78,22,(2Fe-2S)-binding protein 
41,50,9160.74,138924.1,20,MotA/TolQ/ExbB proton channel family protein 
48,50,4206.58,28780.5,32,biopolymer transporter ExbD 
31,32,6059.97,68804.91,27,hemin uptake protein HemP 
41,41,25012.07,302785.5,19,heme-binding protein 
47,47,3035.66,13713.99,19,Bax inhibitor-1/YccA family protein 
49,49,5069.55,65884.11,29,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD 
50,50,5881.32,38833.58,34,phosphoglucosamine mutase 
48,48,2052.44,4860.21,20,dihydropteroate synthase 
49,49,1566.83,3661.11,17,ATP-dependent zinc metalloprotease FtsH 
50,50,88111.6,941334.2,44,RlmE family RNA methyltransferase 
44,44,2913.14,29467.88,31,YhbY family RNA-binding protein 
50,50,12420.2,198956.2,24,transcription elongation factor GreA 
48,48,3307.15,13713.99,27,carbamoyl-phosphate synthase large subunit 
50,50,3517.68,68804.91,37,RNA methyltransferase 
50,50,12795.57,138924.1,31,ribonuclease HII 
50,50,8642.64,94590.41,29,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase 
50,50,16981.74,138924.1,24,3-hydroxyacyl-ACP dehydratase FabZ 
50,51,2056.69,10272.33,24,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase 
49,50,4523.14,28780.5,26,OmpH family outer membrane protein 
49,53,6238.22,38833.58,26,outer membrane protein assembly factor BamA 
50,50,48842.59,941334.2,40,RIP metalloprotease RseP 
50,50,1372.91,12723.6,34,1-deoxy-D-xylulose-5-phosphate reductoisomerase 
48,48,3058.02,28780.5,23,phosphatidate cytidylyltransferase 
50,50,2434.0,8485.76,12,polyprenyl diphosphate synthase 
50,50,7155.48,49376.54,28,ribosome recycling factor 
50,50,1520.05,3428.53,16,UMP kinase 
50,50,1654.4,3428.53,35,translation elongation factor Ts 
50,50,3836.1,13713.99,22,30S ribosomal protein S2 
31,33,9354.2,138924.1,27,amidase 
49,49,18330.48,198956.2,30,NAD(P)H-hydrate dehydratase 
26,33,10746.84,138924.1,32,fumarylacetoacetate hydrolase family protein 
29,30,5803.65,38833.58,32,kynureninase 
29,33,7047.39,38833.58,29,SDR family oxidoreductase 
45,45,1515.49,4545.7,19,30S ribosomal protein S12 methylthiotransferase RimO 
45,45,1542.9,4615.4,14,polyhydroxyalkanoate synthesis repressor PhaR 
47,47,12727.03,211093.9,32,"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase "
45,45,2985.74,28780.5,19,alpha/beta hydrolase 
44,44,4168.79,38833.58,29,1-deoxy-D-xylulose-5-phosphate synthase 
50,50,2670.2,13713.99,29,polyprenyl synthetase family protein 
50,50,2552.56,13713.99,18,exodeoxyribonuclease VII small subunit 
45,48,16525.77,65884.11,24,aromatic ring-hydroxylating dioxygenase subunit alpha 
45,49,6880.01,38833.58,28,sulfurtransferase 
27,27,5289.73,38833.58,34,RidA family protein 
28,28,6848.3,38833.58,34,AMP-binding protein 
26,27,4444.37,38833.58,32,acyl-CoA dehydrogenase family protein 
27,27,6348.07,38833.58,27,enoyl-CoA hydratase family protein 
29,30,3965.98,38833.58,22,bifunctional salicylyl-CoA 5-hydroxylase/oxidoreductase 
50,50,5730.47,38833.58,34,DNA polymerase I 
49,49,4634.48,38833.58,27,homoserine kinase 
43,43,3123.41,29467.88,30,hypothetical protein 
29,36,9021.21,211093.9,30,arsenical resistance protein ArsH 
39,62,8362.95,152009.0,29,arsenate reductase (glutaredoxin) 
41,51,1570.52,4545.7,23,metalloregulator ArsR/SmtB family transcription factor 
50,50,14118.7,198956.2,31,UvrD-helicase domain-containing protein 
29,30,12764.62,198956.2,32,glucarate dehydratase 
30,35,8973.71,198956.2,31,2-hydroxy-3-oxopropionate reductase 
34,35,10402.79,94590.41,37,helix-turn-helix transcriptional regulator 
43,45,4262.06,38833.58,15,ABC transporter ATP-binding protein 
41,42,3504.87,10894.72,22,ABC transporter ATP-binding protein 
39,42,1049.21,2752.45,15,ABC transporter ATP-binding protein 
39,41,3607.64,38833.58,20,branched-chain amino acid ABC transporter permease 
49,49,3290.96,28780.5,27,replication-associated recombination protein A 
50,50,4189.35,68804.91,30,pantetheine-phosphate adenylyltransferase 
50,50,10366.38,138924.1,34,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD 
49,49,8408.22,138924.1,33,signal recognition particle-docking protein FtsY 
32,43,13610.33,198956.2,24,amino acid ABC transporter substrate-binding protein 
37,46,3357.8,13713.99,21,dienelactone hydrolase family protein 
37,37,2471.72,9852.15,27,Hsp70 family protein 
50,50,2254.29,13713.99,34,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU 
43,43,8715.9,138924.1,21,Do family serine endopeptidase 
44,44,3005.39,8697.46,38,Sec-independent protein translocase protein TatB 
45,46,5930.1,27872.66,10,Sec-independent protein translocase subunit TatA 
49,49,4056.52,38833.58,27,histidine triad nucleotide-binding protein 
45,46,5181.66,38833.58,30,hypothetical protein 
50,50,8378.25,38833.58,23,phosphoribosyl-ATP diphosphatase 
50,50,1657.56,6680.69,25,imidazole glycerol phosphate synthase subunit HisF 
50,50,3074.6,38833.58,25,1-(5-phosphoribosyl)-5- (5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase 
50,50,3223.88,17253.57,34,imidazole glycerol phosphate synthase subunit HisH 
50,50,6496.07,65884.11,30,imidazoleglycerol-phosphate dehydratase HisB 
49,49,1990.9,8922.65,33,histidinol-phosphate transaminase 
41,42,4198.06,28780.5,23,NADP-dependent isocitrate dehydrogenase 
49,49,17316.16,138924.1,26,histidinol dehydrogenase 
48,48,2180.52,13713.99,30,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 
49,49,13706.75,211093.9,20,BolA family transcriptional regulator 
48,48,17257.84,302785.5,29,ABC transporter permease 
46,46,3249.84,17253.57,19,ABC transporter ATP-binding protein 
33,33,1947.72,13713.99,22,aminotransferase class V-fold PLP-dependent enzyme 
49,52,3508.36,13713.99,16,ABC transporter substrate-binding protein 
50,56,5228.25,38833.58,27,VacJ family lipoprotein 
50,50,2138.04,13713.99,33,outer membrane lipid asymmetry maintenance protein MlaD 
50,50,4280.19,28780.5,38,lipid asymmetry maintenance ABC transporter permease subunit MlaE 
45,45,3558.45,17253.57,31,glutamate synthase subunit beta 
45,45,3116.58,37878.25,22,glutamate synthase-related protein 
44,44,2314.67,16770.32,20,transposase 
40,40,1750.84,13713.99,30,SAM-dependent methyltransferase 
48,48,4921.3,48804.94,21,3-dehydroquinate synthase 
36,36,3743.35,48804.94,26,shikimate kinase 
36,36,5295.89,48804.94,29,type IV pilus secretin PilQ 
50,70,1914.9,7018.89,25,penicillin-binding protein 1A 
50,50,2480.02,13713.99,10,iron donor protein CyaY 
42,43,3137.4,18247.98,22,sulfoxide reductase heme-binding subunit YedZ 
44,45,3816.71,29467.88,25,protein-methionine-sulfoxide reductase catalytic subunit MsrP 
42,43,3001.94,17253.57,25,c-type cytochrome biogenesis protein CcsB 
43,43,3237.37,21732.38,24,cytochrome c biogenesis protein ResB 
50,51,1410.73,6565.99,13,cytochrome c4 
49,58,2700.04,13939.35,33,lipid A biosynthesis acyltransferase 
50,50,1125.81,2173.08,5,methionine adenosyltransferase 
44,52,3310.1,19907.2,24,UDP-glucose 4-epimerase GalE 
45,45,7250.44,65884.11,37,heat-inducible transcriptional repressor HrcA 
49,49,1843.52,8228.79,21,NAD kinase 
50,50,3311.97,13713.99,19,DNA repair protein RecN 
50,50,4070.63,16770.32,32,RNase adapter RapZ 
49,49,3833.23,16770.32,22,A/G-specific adenine glycosylase 
50,50,3972.54,37878.25,31,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase 
45,45,1836.24,4545.7,35,outer membrane lipoprotein LolB 
50,50,1432.4,3428.53,7,ribose-phosphate pyrophosphokinase 
50,50,2421.71,13713.99,24,50S ribosomal protein L25/general stress protein Ctc 
50,50,3408.99,38833.58,34,aminoacyl-tRNA hydrolase 
50,50,5214.55,37878.25,24,YfhL family 4Fe-4S dicluster ferredoxin 
48,52,2321.22,13713.99,22,histidine phosphatase family protein 
50,50,3502.69,38833.58,36,outer membrane lipoprotein chaperone LolA 
50,50,5058.66,68804.91,33,DNA translocase FtsK 
50,52,8160.2,29467.88,44,thioredoxin-disulfide reductase 
49,74,8331.24,69787.51,28,peptidoglycan DD-metalloendopeptidase family protein 
49,49,3270.44,13713.99,24,5'/3'-nucleotidase SurE 
30,35,2989.52,13713.99,29,LysR family transcriptional regulator 
26,27,3127.93,13713.99,34,dienelactone hydrolase family protein 
50,50,2501.27,13713.99,29,serine--tRNA ligase 
45,45,1627.24,6832.99,25,replicative DNA helicase 
50,50,38001.0,138924.1,43,50S ribosomal protein L9 
50,50,907.89,980.81,4,MULTISPECIES: 30S ribosomal protein S18 
50,50,1268.34,2752.45,8,primosomal replication protein N 
50,50,1995.86,10894.72,9,30S ribosomal protein S6 
50,52,9439.81,50885.97,20,phosphoenolpyruvate synthase 
49,49,4719.92,16770.32,19,kinase/pyrophosphorylase 
38,40,21391.92,211093.9,29,nitrite reductase large subunit NirB 
35,47,10544.57,211093.9,37,iron ABC transporter permease 
38,38,7713.44,50885.97,14,alkyl hydroperoxide reductase subunit C 
38,38,3075.03,29467.88,21,alkyl hydroperoxide reductase subunit F 
43,46,4202.85,28780.5,26,bacterioferritin 
47,47,2147.87,13713.99,27,DUF502 domain-containing protein 
50,50,4103.39,28780.5,33,ubiquinone biosynthesis regulatory protein kinase UbiB 
45,45,36253.43,941334.2,33,SCP2 sterol-binding domain-containing protein 
45,50,2021.91,6565.99,15,Tim44-like domain-containing protein 
50,50,10526.21,66470.78,30,"bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE "
48,48,2039.05,7973.08,30,FAD/FMN-binding oxidoreductase 
33,33,2467.85,13713.99,20,sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB 
34,34,7717.08,38833.58,17,sn-glycerol-3-phosphate ABC transporter permease UgpA 
38,40,3319.59,27872.66,16,sn-glycerol-3-phosphate ABC transporter permease UgpE 
38,41,4124.12,38833.58,19,sn-glycerol-3-phosphate import ATP-binding protein UgpC 
40,40,6690.02,138924.1,29,glycerophosphodiester phosphodiesterase 
48,48,9809.29,66470.78,22,glutamyl-tRNA reductase 
50,50,12995.33,302785.5,30,peptide chain release factor 1 
50,50,5424.53,38833.58,18,Grx4 family monothiol glutaredoxin 
41,41,15654.85,198956.2,14,aconitate hydratase AcnA 
28,28,2867.28,13713.99,26,"tryptophan 2,3-dioxygenase "
47,47,18873.96,138924.1,32,ornithine carbamoyltransferase 
50,63,8096.22,100854.32,29,aspartate aminotransferase family protein 
44,44,7357.31,38833.58,20,DUF3579 domain-containing protein 
50,50,12700.6,138924.1,44,MULTISPECIES: 30S ribosomal protein S20 
35,35,5348.94,65884.11,26,tetratricopeptide repeat protein 
49,49,4746.86,38833.58,39,radical SAM family heme chaperone HemW 
50,50,7486.73,94590.41,25,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase 
50,50,7854.86,138924.1,27,YicC family protein 
50,50,1599.68,8922.65,22,guanylate kinase 
50,50,7138.84,74987.35,40,MULTISPECIES: DNA-directed RNA polymerase subunit omega 
50,50,9729.71,138924.1,17,"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase "
49,49,17382.82,302785.5,22,transcription elongation factor GreB 
38,38,17117.49,302785.5,21,ferredoxin--NADP reductase 
26,29,3943.56,17253.57,18,nucleotide sugar dehydrogenase 
29,29,3714.08,17253.57,18,galactarate dehydratase 
37,38,2775.83,17253.57,20,helix-hairpin-helix domain-containing protein 
50,50,6991.91,28780.5,29,MULTISPECIES: Fis family transcriptional regulator 
38,47,41708.78,941334.2,24,translation initiation factor IF-1 
49,49,3549.91,13713.99,18,redox-regulated ATPase YchF 
35,35,5364.16,38833.58,23,MOSC N-terminal beta barrel domain-containing protein 
46,46,3944.76,16770.32,31,FAD-dependent monooxygenase 
49,49,6018.68,28780.5,22,M61 family metallopeptidase 
